id,famous_name,born_on,died_on,lived_in,nick_name
17446,"al-Qasim bin Yusuf al-Ymany","","",Yemen,""
17447,"al-Qasim bin Ziyad al-Sa'dy","","","",""
17448,"al-Qasim bin al-Brha","","","",""
17449,"Qays bin 'Aabad al-Yshkry","","","",""
17450,"Qays bin Qays al-Tyma Wqd","","","","Abu Sa'id(أبو سعيد)"
17451,"Qays bin Abd al-Sh'by Sh'b","","","",""
17452,"Qays Mwla Khbab","","","",""
17453,"Qays Abu Qdamh Mwla L'am","","","","Abu Qdamh(أبو قدامة)"
17454,"Qays Abu 'Abdullah al-Yrbw'y","","","","Abu 'Abdullah(أبو عبد الله)"
17456,"Qays bin al-Ahnf Lqa Asma'a","","","",""
17457,"Qays bin Abi Qays al-J'fy","","","",""
17458,"Qays Abu Yahya","","","","Abu Yahya(أبو يحيى)"
17459,"Qays bin Abd'h","","","",""
17460,"Qays bin Thwr","","","",""
17461,"Qays bin Krkm","","","",""
17462,"Qays bin Dinar Abu Thabit","","","","Abu Thabit"
17463,"Qays al-Tghlby","","","",""
17464,"Qays bin Syar","","","",""
17465,"Qays bin Tghfh al-Ghfary","","","",""
17466,"Qays bin Hmam al-Tyma","","","",""
17467,"Qays al-Mdayny Abu Maryam","","","","Abu Maryam(أبو مريم)"
17468,"Qays bin 'Abdullah bin al-Harith","","","",""
17469,"Qays bin S'ad Mwla Khbab","","","",""
17470,"Qays Mwla al-Dhak","","","",""
17471,"Qays bin Zayd","","","",""
17472,"Qays bin al-Harith","","","",""
17473,"Qays Abu Da'ud","","","","Abu Da'ud(أبو داود)"
17474,"Qays bin Slym al-Nbry","","","",""
17476,"Qabaysa al-Salmi","","","",""
17477,"Qbys'h bin Dby'h al-Bsy","","","",""
17478,"Qbys'h bin Mas'ud","","","",""
17479,"Qbys'h bin Husayn al-Fzary","","","",""
17480,"Qdamh bin Yazid","","","",""
17481,"Qadama bin Ghayath","","","",""
17482,"Qrh bin Abi Qrh","","","",""
17483,"Qrh bin Yazid","","","",""
17484,"Qthm bin 'Abdur Rahman","","","",""
17485,"Qthm bin Lu'lu'h al-Hashimy Mwla","","","",""
17486,"Qtn bin 'Abdullah","","","",""
17487,"Qtn Shykh Sm' Mua'wiya bin Aba","","","",""
17488,"Qtn Abu Ghalb","","","","Abu Ghalb(أبو غالب)"
17490,Qaysar,"","","",""
17491,"Qsym Mwla ''Aabadh","","","",""
17492,"Qrad al-Hnfy","","","",""
17493,"Qrzh bin Hsan","","","",""
17494,"Qylwyh Abu Salah","","","","Abu Salah(أبو صالح)"
17495,"Qmym al-Yhsby","","","",""
17496,"al-Qsaf bint 'Abdullah bin Dmrh","","","",""
17497,"Qbalh bint Yazid Trwa An","","","",""
17499,"Kathir bin Shhab al-Haritha","","","",""
17501,"Bilal bin Sa'd bin Tamim","","~120 AH",Damascus,"Abu Zara', Abu 'Amr"
17504,"Khalid bin 'Abdullah","","",Damascus,""
17505,"Khalid bin Muhammad al-Thqfy","","","Damascus,Hims",""
17506,"Khalid bin Yazid bin Mu'awiya","","90 AH",Damascus,"Abu Hashim"
17509,"Zufar bin Wthayma","","",Damascus,""
17510,"Zayd bin Artah","","",Damascus,""
17514,"Salah bin Rustam al-Hashimi","","",Damascus,"Abu 'Abdul Salam"
17515,"al-Dahhak bin 'Abdur Rahman","","",Damascus,"Abu Bashr, Abu Zara'a"
17516,"al-Dhak al-Ma'afry al-Dmshqy al-Bzar","","",Damascus,""
17517,"Talha bin Abi Qnan","","",Damascus,"Abu Qnan"
17518,"'Abbas bin Salm","","",Damascus,""
17519,"'Abdullah bin Rabi'ya","","",Damascus,""
17520,"'Abdullah bin Sa'd al-Bajli","","",Damascus,""
17522,"'Abdullah bin al-Mhajr","","",Damascus,""
17523,"'Abdullah bin Yazid","","",Damascus,""
17524,"Abd Rbh bin Sulaiman","","",Damascus,""
17527,"Abd al-Wahd bin Qays","","",Damascus,"Abu Hamza"
17528,"'Ubaidullah bin Ziyada","","",Damascus,"Abu Ziyada"
17529,"'Uthman bin Zfr al-Jhny","","after  130 AH",Damascus,""
17530,"'Ali bin Yazid bin Abi Hilal al-Alhani","",">  110 AH",Damascus,"Abu 'Abdul Malik"
17532,"'Amr bin Muhajir bin 'Abi Muslim","74 AH","139 AH",Damascus,"Abu 'Ubaid"
17533,"'Amr bin Waqid","","after  130 AH",Damascus,"Abu Hafs"
17536,"Ghylan bin Anas al-Klby","","",Damascus,"Abu Yazid"
17538,"Kathir bin al-Harith","","",Damascus,"Abu Amyn"
17539,"Muhammad bin Abi Sufyan","","",Damascus,"Abu Bakr"
17540,"Muslim bin Mshkm","","",Damascus,"Abu 'Ubaid"
17541,"Muslimh bin 'Abdullah","","",Damascus,""
17542,"Ma'ruf bin 'Abdullah al-Khiyat","","~130 AH",Damascus,"Abu al-Khattab"
17543,"al-Mughira bin Frwh al-Thqfy Abu","","",Damascus,"Abu al-Azhar"
17544,"Musa bin Sulaiman bin Musa","","",Damascus,"Abu 'Amr"
17545,"al-Nu'man bin al-Mndhr al-Ghsany","","132 AH",Damascus,"Abu al-Wzyr"
17546,"Hashim bin Bilal/Salam","","","Damascus,Wasit","Abu 'Aqil"
17547,"Hilal bin Zayd bin Hasan","","",Damascus,"Abu Aqal"
17548,"al-Wadayn bin 'Ata' B. Kinana","","156 AH",Damascus,"Abu Kinana"
17549,"al-Walid bin Nmyr bin Aws","","",Damascus,""
17550,"Yahya bin Rashid bin Muslim","","",Damascus,"Abu Hasham"
17551,"Yazid bin 'Abdur Rahman bin Abi Malik","","130 AH or after","Hamadan,Damascus",""
17555,"Ya'aish bin al-Walid bin Hisham","","","Damascus,Bahrain",""
17556,"Abu Umayya al-Sha'bani","","",Damascus,"Abu Umayya"
17557,"Abu Hafs al-Dmshqy","","","Damascus,Damascus","Abu Hafs"
17558,"Abu 'Abd Rabb","","112 AH",Damascus,"Abu 'Abdur Rahman"
17559,"Abu 'Uthman bin Snh","","",Damascus,"Abu 'Uthman"
17561,"Abu 'Umar","","",Damascus,"Abu 'Amr"
17562,"Abu al-Mnyb al-Jrshy","","","al-Ray,Damascus","Abu al-Mnyb"
17600,"Kathir bin Suliaman","","","",""
17604,"Kathir bin Khnys","","","",""
17605,"Kathir Mwla bina Hashim","","","",""
17606,"Kathir bin A'yn","","","",""
17607,"Kathir bin Abi Rqad Wqd","","","",""
17608,"Kathir bin Ja'far","","","",""
17609,"K'ab bin Hbyrh","","","",""
17610,"K'ab Abu al-Harith Mwla 'Uthman","","","","Abu Al-Harith(أبو الحارث)"
17611,"K'ab Mwla S'aid bin al-As","","","",""
17612,"K'ab bin Jrad","","","",""
17613,"K'ab bin 'Amr bin Tmym","","","",""
17614,"Khultum bin 'Amir bin al-Harith","","","",""
17616,"Klyb al-Awdy","","","",""
17617,"Knanh al-Lythy S'al bin 'Abbas","","","",""
17619,"Kryb bin Slym al-Kndy al-Amwy","","","",""
17620,"Kryb bin Abrhh Knyt'h Abu","","","","Abu Rshdyn(أبو رشدين)"
17621,"Kryb bin Shhab al-Khza'y","","","",""
17622,"Kysan al-Bakry","","","",""
17623,"Kysan Mwla Mua'wiya","","","",""
17624,"Kysan Sahb al-Ba'a","","","",""
17625,"Krdm Shykh","","","",""
17626,"Kndyr bin S'aid","","","",""
17627,"Krdws Shykh","","","",""
17628,"Kthyf al-Slmy","","","",""
17629,"Krym bin Abi Hazm al-Bjly","","","",""
17630,"Karima bint Sirin","","","",""
17631,"Laqayt bin al-Muthna al-Bahli","","","","Abu Al-Muthna(أبو المثني)"
17633,"Lwt bin Abi Yahya","","","",""
17634,"Lyla bint Sm'an Trwa An","","","",""
17635,"Lbabh bint al-Harith Trwa An","","","",""
17636,"Muhammad bin 'Amr bin Sa'id","","","",""
17639,"Muhammad bin Isma'il","","","",""
17640,"Muhammad bin 'Umayr bin Atard","","","",""
17641,"Muhammad bin Byan al-Tghlby Akhw","","","",""
17642,"Muhammad bin Abi Qtlh","","","",""
17643,"Muhammad bin 'Abdur Rahman bin Aba","","","",""
17644,"Muhammad bin Sdqh Shykh R'aa","","","",""
17645,"Muhammad bin Ayoub Shykh","","","",""
17647,"Muhammad bin 'Ubaidullah Shykh","","","",""
17648,"Muhammad bin 'Abdullah Shykh","","","",""
17649,"Muhammad bin 'Abdullah al-Knany","","","",""
17650,"Muhammad bin Abi Sarh","","","",""
17651,"Muhammad bin 'Abdullah","","","",""
17652,"Muhammad bin Abi Hkym","","","",""
17653,"Muhammad bin al-Hjaj","","","",""
17654,"Muhammad bin S'aid Shykh","","","",""
17656,"Muhammad bin al-Zubair","","","",""
17657,"Muhammad bin 'Aabad al-Mkhzwmy","","","",""
17658,"Muhammad bin Zayd bin Khlyd'h","","","",""
17659,"Muhammad Abu 'Abdullah al-Asady","","","","Abu 'Abdullah(أبو عبد الله)"
17660,"Muhammad bin Thwban Shykh","","","",""
17661,"Muhammad bin 'Abdullah bin Mty'","","","",""
17662,"Muhammad bin Mysrh","","","",""
17663,"Muhammad bin Mua'dh Shykh","","","",""
17665,"Muhammad bin 'Abdur Rahman bin 'Amr","","","",""
17666,"Muhammad bin Mrwan Abu Ja'far","","","","Abu Ja'far(أبو جعفر)"
17667,"Muhammad bin 'Abdullah al-Rasby","","","",""
17668,"Muhammad bin 'Uthman al-Akhnasi","","","",""
17670,"Muhammad bin Msaf' bin Msawr","","","",""
17671,"Muhammad bin Abi Muhammad Shykh","","","",""
17672,"Muhammad bin Abi Musa","","","",""
17673,"Muhammad bin 'Abdullah bin Aba","","","",""
17674,"Muhammad bin Abi Suliaman","","","",""
17675,"Muhammad bin Abi Sufyan al-Thqfa","","","",""
17676,"Muhammad bin 'Abdullah bin Ahyb","","","",""
17677,"Muhammad bin Naf' Shykh","","","",""
17678,"Muhammad bin Naf'","","","",""
17679,"Muhammad bin al-Nyl al-Fhry","","","",""
17680,"Muhammad bin Ubaid bin Aws","","","",""
17685,"Muhammad bin Yazid bin Aba","","","",""
17686,"Muhammad bin 'Asim al-Quraishi","","","",""
17687,"Muhammad Mwla bina Hashim","","","",""
17688,"Malik bin Ayad al-Dar","","","",""
17689,"Malik bin Shar al-Hmdany","","",Hamadan,""
17690,"Malik bin Jwyn al-Hdrmy","","","",""
17692,"Malik bin Hrm","","","",""
17694,"Malik Abu Da'ud al-Ahmra","","","","Abu Da'ud(أبو داود)"
17695,"Malik bin Hamza","","","",""
17696,"Malik bin Abi Rshyd","","","",""
17697,"Malik bin Yazid bin Dhy","","","",""
17698,"Malik bin Dbh al-Najy","","","",""
17699,"Malik bin al-Mndhr bin al-Jarwd","","","",""
17700,"Malik bin Zalm","","","",""
17701,"Malik bin Ada","","","",""
17702,"Malik bin Malik","","","",""
17703,"Malik bin al-Sbah","","","",""
17704,"Malik bin Abi Jmrh","","","",""
17705,"Malik bin Anas Shykh","","","",""
17706,"Malik Shykh","","","",""
17707,"Malik bin Abd al-Ma'afry","","","",""
17708,"Malik Shykh","","","",""
17709,"Muslim bin Aqyl bin Aba","","","","Abu Da'ud(أبو داود)"
17710,"Muslim bin al-Harith bin Muslim","","","",""
17712,"Muslim bin Badhan","","","",""
17713,"Muslim Abu 'Abdullah","","","","Abu 'Abdullah(أبو عبد الله)"
17714,"Muslim Mwla Khalid bin Arfth","","","",""
17715,"Muslim Abu S'aid","","","","Abu Sa'id(أبو سعيد)"
17716,"Muslim bin S'aid al-Hadrami","","","",""
17717,"Muslim bin Amar al-Jrshy","","","",""
17718,"Muslim bin Salman","","","",""
17719,"Muslim bin Awymr bin al-Ajd'","","","",""
17720,"Muslim bin Ayad","","","",""
17721,"Muslim bin 'Ubaidullah","","","",""
17722,"Muslim bin Mkhraq","","","",""
17725,"Muslim al-Jly","","","",""
17726,"Muslim bin al-Qasim","","","",""
17728,"Muslim bin Nbhan","","","",""
17730,"Muslim bin Hrmz Wald Y'la","","","",""
17732,"Muslim bin Bdyl Shykh","","","",""
17733,"Muslim al-Hmdany","","",Hamadan,""
17734,"Muslim bin Aqal","","","",""
17735,"Wmslm bin Amar","","","",""
17736,"Wmslm bin Abi Krymh","","","",""
17737,"Wmslm bin Hrmz","","","",""
17738,"Muslim, Client Of 'Ali bin Abi Talib","","",Kufa,""
17739,"Musa bin Hkym","","","",""
17740,"Musa bin 'Abdullah bin Qays","","","",""
17742,"Musa bin Shym","","","",""
17743,"Musa bin Ubaid Mwla Khalid","","","",""
17744,"Musa bin Salah al-Bzaz","","","",""
17745,"Musa bin Ghlyt Wqd Qyl","","","",""
17746,"Musa bin Ysar al-Aslma","","","",""
17747,"Mughira bin Abi Dh'ab al-Quraishi","8 AH","",Hijaz,""
17748,"Mughira bin Hnyn","","","",""
17750,"Mughira bin al-Harith","","","",""
17751,"Mughira bin Mkhadsh","","","",""
17752,"Mughira bin Nawful al-Quraishi","","","",""
17753,"Mughira bin Sfyh Whw bin bint","","","",""
17754,"Mughira bin Abi Qrh al-Sdwsy","","","",""
17755,"Mughira bin 'Uthman al-Tyma","","","",""
17756,"Mughira bin Suliaman","","","",""
17757,"Mughira bin Suwayd","","","",""
17758,"Mughira bin Abi Shhab al-Mkhzwmy","","","",""
17759,"Mughira Abu Habib","","","","Abu Habib(أبو حبيب)"
17760,"Mughira bin Frwh Abu al-Azhar","","",Damascus,"Abu Al-Azhar(أبو الأزهر)"
17762,"Mus'ab bin Thabit Shykh","","","",""
17764,"Mus'ab bin Ishaq bin Talha","","","",""
17765,"Mua'wiya bin Khtab al-Haritha","","","",""
17766,"Mua'wiya bin 'Abdullah bin Aba","","","",""
17767,"Mua'wiya bin 'Abdullah bin Bdr","","","",""
17768,"Mua'wiya bin 'Amr bin Zayd","","","","Abu Al-Mhlb(أبو المهلب)"
17769,"Mua'wiya al-Mhry","","","",""
17770,"Mua'wiya bin Hdyj","","","",""
17771,"Mua'wiya bin Muslim bin Aba","","","","Abu Nawful(أبو نوفل)"
17772,"Mua'wiya bin Th'albah","","","",""
17773,"Mua'wiya bin 'Abdullah bin 'Umar","","","",""
17774,"Mua'wiya bin Ma'tb","","","",""
17775,"Maymun al-Awdy Abu 'Amr bin Maymun","","","","Abu 'Amr(أبو عمرو)"
17777,"Maymun bin Astadh","","","",""
17779,"Maymun bin Abi Jryr","","","",""
17780,"Mjahd bin Rbah","","","",""
17781,"Mjahd bin 'Abdullah al-Slmy","","","",""
17782,"al-Mndhr Abu Hyan al-Ashj'y Khtn","","","","Abu Hyan(أبو حيان)"
17783,"al-Mndhr Abu Hsan","","","","Abu Hsan(أبو حسان)"
17784,"al-Mndhr Abu Y'la Shykh","","","","Abu Ya'la(أبو يعلي)"
17786,"Mua'dh bin Sma","","","",""
17787,"Mrwan bin Abi Da'ud al-Hbty","","","",""
17788,"Mrwan bin 'Uthman bin Amarh","","","",""
17790,"Mrwan bin 'Abdul Hameed","","","",""
17791,"Mrwan Abu 'Uthman al-Jly","","","","Abu 'Uthman(أبو عثمان)"
17792,"Mrwan al-J'fy","","","",""
17793,"Mrwan Shykh","","","",""
17794,"Mysrh Mwla Smrh bin Jndb","","","",""
17795,"Mysrh bin 'Umayrh","","","",""
17796,"Mysrh bin Abi Habibh","","","",""
17797,"Mysrh Umm Klyb bin Wa'il","","","",""
17798,"Mysrh Abu Ja'far","","","","Abu Ja'far(أبو جعفر)"
17799,"Mysrh bin Smak","","","",""
17800,"Mysrh bin Azyz al-Kndy","","","",""
17801,"Mysrh al-Mrady","","","",""
17802,"Mysrh Abu Jmylh al-Thwy","","","","Abu Jmylh(أبو جميلة)"
17803,"Mysrh al-Khza'y al-Azdy","","","",""
17804,"Mhajr bin Habib al-Zbydy","","","",""
17805,"Mhajr bin al-Qbtyh","","","",""
17806,"Mhajr bin 'Umayrh","","","",""
17807,"Mhajr Shykh","","","",""
17808,"Mnswr bin 'Abdullah bin al-Ahws","","","",""
17809,"Mnswr bin Abi Suliaman","","","",""
17810,"Mnswr al-Klby","","","",""
17811,"Mnswr bin Abi Mnswr","","","",""
17812,"Mukhtar bin Muslim Shykh Qdym","","","",""
17813,"Mrzwq bin Awsjh","","","",""
17814,"Mtrf Rjl","","","",""
17815,"Mtrf bin Malik Abu al-R'iab","","","","Abu Al-R'iab(أبو الرئاب)"
17816,"Mtrf bin Awf","","","",""
17817,"Muslimh bin Qhyf","","","",""
17818,"Ma'n bin Ndlh bin 'Amr","","","",""
17819,"Ma'n bin Th'albah al-Mazny","","","",""
17820,"Ma'n bin Ala al-Slmy","","","",""
17821,"Ma'ql bin 'Amir al-Asady","","","",""
17822,"Ma'ql bin Abi Bakr al-Umary","","","",""
17823,"Ma'ql al-Jshmy","","","",""
17824,"Ma'ql bin Muslim","","","",""
17825,"Ma'bd bin Sbyhh al-Quraishi al-Tyma","","","","Abu Hnyfh(أبو حنيفة)"
17826,"Ma'bd bin Malik al-Kndy","","","",""
17827,"Ma'bd Mwla bin 'Abbas Jd","","104 AH","",""
17828,"Ma'bd Abu Zhrh al-Quraishi","","","","Abu Zhrh(أبو زهرة)"
17829,"Ma'bd bin Hmran","","","",""
17832,"Mhmwd bin Shdad bin Aws","","","",""
17833,"Mhmwd bin Wda'h al-Ma'afry","","0 AH","",""
17834,"Msaf' bin 'Abdullah bin Talha","","0 AH","",""
17835,"Mfdl bin al-Mhlb","","","",""
17836,"Ma'mr bin Was'","","","",""
17837,"al-Msyb bin Darm Abu Salah","","","","Abu Salah(أبو صالح)"
17838,"al-Msyb al-Thqfa","","","",""
17839,"al-Msyb al-A'rj","","","",""
17840,"al-Msyb al-Slmy","","","",""
17841,"Majma' bin K'ab","","","",""
17842,"Majma' bin al-Rawa' Abu al-Ruwa'","","","","Abu al-Ruwa'"
17843,"Ma'rwf al-Azdy","","","",""
17844,"Ma'rwf al-Klby Shykh","","","",""
17845,"Ma'rwf bin Bashyr Knyt'h Abu","","","","Abu Asma'a(أبو أسماء)"
17846,"Mrthd bin Sma al-Khwlany","","125 AH","",""
17847,"Mrthd bin Shrhbyl","","","",""
17849,"Mrthd bin Jbyr","","","",""
17850,"Mas'ud bin 'Amir al-Qaysy","","","",""
17851,"Mas'ud bin Harash","","",Kufa,""
17852,"Mas'ud bin Hrash","","","",""
17853,"Mas'ud bin Yazid","","","",""
17854,"Msawr Mwla S'ad bin Bakr","","","",""
17855,"Mhran Shykh","","","",""
17856,"Mhran Abu al-Mukhtar Wqd Qyl","","","","Abu Bdr(أبو بدر)"
17857,"Mhran Abu Salah Mwla 'Amr","","","","Abu Salah(أبو صالح)"
17858,"Mhran Wald 'Abdur Rahman","","","",""
17859,"al-Mthna bin Salah","","","",""
17860,"al-Mthna bin Akht ''Aabadh bin al-Samt","","","",""
17861,"al-Mthna bin Mazn Abu al-Mnazl","","","","Abu Al-Mnazl(أبو المنازل)"
17862,"Mkharq bin Abi al-Mkharq Wasm","","","",""
17863,"Mkharq bin Ahmr al-Klaby","","","",""
17864,"Mkharq Shykh","","","",""
17865,"Mkharq Shykh","","","",""
17866,"Mdrk bin 'Abdullah Shykh","","",Damascus,""
17867,"Mdrk Abu Ziyad Mwla Ala","","","","Abu Ziyad(أبو زياد)"
17868,"Mdrk bin Shwdhb al-Thwy","","","",""
17869,"Mdrk bin Mnyb al-Azdy","","","",""
17870,"Mghyth bin Khalid al-Bakry","","","",""
17871,"Mnqdh bin Sraqh","","","",""
17872,"Mnqdh Shykh","","","",""
17873,"Mnqdh Shykh","","","",""
17874,"Mjald Abu 'Abdul 'Aziz","","","","Abu 'Abdul 'Aziz(أبو عبد العزي"
17875,"Mjald bin Abi Rashid","","","",""
17876,"Mhjn Shykh","","","",""
17877,"Mhrz Wkan","","","",""
17878,"Mqdam al-Rhawy","","","",""
17880,"Mrdas bin 'Abdur Rahman al-Jnd'a","","","",""
17881,"Mkhld al-Ghfary","","","",""
17882,"Mskyn bin 'Abdullah Abu","","","","Abu Fatima(أبو فاطمة)"
17883,"al-Mtlb bin al-Sa'ib bin Aba","","","",""
17884,"Mlyh bin 'Abdullah al-Sa'dy","","","",""
17885,"Mqatl Shykh","","","",""
17886,"Ms'r al-Fdka","","","",""
17887,"Mzahm bin Mua'wiya al-Dby","","","",""
17888,"Mharb al-Ziyady","","","",""
17889,"Ms'd'h al-Bjly","","","",""
17890,"Mtyr Shykh","","","",""
17891,"Ma'arak Shaykh","","","",""
17892,"Mazn bin Knanh","","","",""
17893,"Ma'dd bin Yazid al-Shybany","","0 AH","",""
17894,"Maqsam al-Dabi, Abu al-Mughira","","",Kufa,"Abu al-Mughira أبو المغيرة"
17895,"Myna'a Mwla Wahub bin al-Aswad","","","",""
17896,"Myna'a Abu al-Harith","","","","Abu Al-Harith(أبو الحارث)"
17897,"Myna'a Abu Salah Mwla Dba'h","","","","Abu Salah(أبو صالح)"
17898,"Myna'a Mwla 'Abdur Rahman bin Awf","","","",""
17899,"Mwhb bin 'Abdur Rahman bin Azhar","","","",""
17900,"Mwhb Abu 'Imran al-Kla'y","","","","Abu 'Imran(أبو عمران)"
17901,"Mdrs bin 'Uthman al-Jhny","","","",""
17902,"Ma'rwr al-Klby Shykh","","","",""
17903,"Ma'da Krb bin Abd Klal","","","",""
17904,"Mhsn bin Abi Rashid","","","",""
17905,"Mtwkl Shykh","","","",""
17906,"Mshmrj bin Jryr","","","",""
17907,"Mta' bin Abi Jshm al-Ghnwy","","","",""
17908,"Mda'a Abu Ibrahim al-Fa'isha","","","","Abu Ibrahim(أبو إبراهيم)"
17909,"Ma'z bin 'Abdur Rahman al-Umary","","","",""
17910,"Mw'alh bin Hnyf","","","",""
17911,"Mshkan al-Hmal","","","",""
17912,"Mkhraq Shykh","","","",""
17913,"Mrwh bin Sbrh al-Nhshly","","","",""
17914,"Msrwh bin al-Hakam","","","",""
17915,"Mqlas Abu Ayoub","","","","Abu Ayoub(أبو أيوب)"
17916,"Mhr Mwla Abi Nmr","","","",""
17917,"Mnazl bin Akyn","","","",""
17918,"Mu'attab bin Abi Mu'attab al-Quraishi","","","",""
17919,"Mstzl bin Husayn Abu al-Mytha'a","","","","Abu Al-Mytha'a(أبو الميثاء)"
17921,"Myka'iyl al-Khrasany","","",Khurasan,""
17923,"Ma'mr bin 'Abdullah","","","",""
17924,"Mythm Shykh","","","",""
17925,"Msqlh bin Malik","","","",""
17926,"Mnbh bin Kaml Wald Wahub","","","",""
17927,Mtws,"","","",""
17930,"Naf' bin Srh Akhw Salm","","","",""
17931,"Naf' Abu Nawful Mwla bina","","","","Abu Nawful(أبو نوفل)"
17932,"Naf' al-Jrshy","","","",""
17933,"Naf' bin 'Alqama bin Safwan","","","",""
17934,"Naf' bin Ajyl","","","",""
17935,"Naf' Mwla Hmnh bint Shja'","","","","Abu 'Asim(أبو عاصم)"
17936,"Naf' Abu Ghalb al-Khyat","","","","Abu Ghalb(أبو غالب)"
17937,"Naf' bin Thabit bin Abd","","","",""
17938,"Naf' bin al-Harith","","","",""
17939,"Naf' bin 'Abdur Rahman Mwla","","","",""
17940,"Naf' bin Lbybh","","","",""
17941,"Naf' Shykh","","","",""
17943,"al-N'uman bin Abi Bakr bin Ans","","","",""
17944,"al-N'uman bin Qays Khtm al-Qr'aan","","","",""
17945,"al-N'uman bin Bzrj","","","",""
17946,"al-N'uman bin Qrad","","","",""
17947,"al-N'uman bin Khrbwdh","","","",""
17949,"al-Nadr bin Muslim","","","",""
17950,"al-Nadr Abu Lu'lu'h Shykh","","","","Abu Lu'lu'h(أبو لؤلؤة)"
17952,"Nsr bin Rashid","","","",""
17953,"N'ym bin 'Abdullah Shykh","","","",""
17954,"N'ym bin 'Abdur Rahman","","","",""
17955,"N'ym bin Mjald","","","",""
17956,"N'ym bin Nhshl","","","",""
17957,"N'ym bin Salamh al-Sba'ia","","","",""
17958,"Ndlh bin Ma'z","","","",""
17959,"Najyh Shykh","","","",""
17960,"Nashrh al-Najy","","","",""
17961,"Nbtl Abu Hazm Mwla bin 'Abbas","","","","Abu Hazm(أبو حازم)"
17962,"Nbtl Shykh","","","",""
17963,"Nfy' Mwla 'Abdullah bin Mas'ud","","","",""
17964,"Nbyh bin Swab al-Mhry","","","",""
17965,"Nbyt bin 'Umar","","","",""
17966,"al-Nham al-Knany","","","",""
17967,"Nwf bin 'Abdullah","","","",""
17968,"Nfyl bin S'aid bin Zayd","","","",""
17969,"Njbh bin Sby'","","","",""
17970,"Nshyt Abu Fitimah","","","","Abu Fatima(أبو فاطمة)"
17971,"Nashayt Client of Ayam","","","",""
17972,"Njyh Abu Ala Shykh","","","","Abu 'Ali(أبو علي)"
17973,"Na'ilh bint al-Frafs'h Trwa An","","","",""
17974,"Wahub bin 'Abdullah al-Dhmary","","",Yemen,""
17975,"Wahub bin 'Abdullah bin Zm'h","","63 AH","",""
17976,"Wahub bin al-Aswad","","","",""
17977,"Wahub bin Abi Ma'tb Mwla","","","",""
17978,"Wahub bin Ziyad","","","",""
17979,"al-Walid bin 'Utba bin Aba","","","",""
17981,"al-Walid bin Hsan al-Bakry","","",Khurasan,""
17982,"al-Walid bin Salah","","","",""
17983,"al-Walid bin Msaf' al-Quraishi","","","",""
17984,"al-Walid bin S'ad bin al-Akhrm","","","",""
17985,"al-Walid bin S'aid bin Aba","","130 AH","",""
17986,"al-Walid bin 'Abdullah al-Bjly","","","",""
17987,"al-Walid bin 'Aabad al-Brjmy","","","",""
17988,"al-Walid bin Abi Malik","","","",""
17990,"al-Walid Abu al-Qasim Mwla bina","","","","Abu Al-Qasim(أبو القاسم)"
17991,"al-Walid bin Ma'dan al-Db'y","","","",""
17992,"al-Walid bin Ysar","","","",""
17993,"al-Walid bin Muslim","","","",""
17994,"al-Walid Shykh","","","",""
17995,"Waqd Abu 'Umar","","","","Abu 'Umar(أبو عمر)"
17996,"Whyb Mwla Zayd bin Thabit","","","",""
17997,"Wky' Mwla bin Mas'ud","","","",""
17998,Waqqas,"","","",""
17999,"Wbrh Shykh","","","",""
18002,"Ibrahim bin Jryr bin Abd","","","",""
18004,"Ibrahim bin 'Amir bin Mas'ud","","","",""
18005,"Ibrahim bin 'Abdullah bin 'Abd al-Qari'","",">  100 AH",Medina,""
18007,"Ibrahim bin Muh. bin 'Abdullah bin Jahsh","","","",""
18008,"Ibrahim bin Muhammad bin 'Ali","","","",""
18009,"Ibrahim bin Muhammad bin 'Ali","","","",""
